wr,L,R,T,B,max_margin,pred_style,S_frame,S_side,S_top_bottom,S_hybrid,sample_id
0.8903061747550964,0.04396398365497589,0.08267104625701904,0.20007285475730896,0.15468168258666992,T,top-bottom,0.08994446694850922,0.14911215007305145,0.24904929101467133,0.19270774722099304,0
0.6298573017120361,0.2881079912185669,0.03558802604675293,0.20464171469211578,0.054173409938812256,L,side,0.09303456544876099,0.5160055160522461,0.3573859632015228,0.4294334948062897,1
0.6422017812728882,0.07971283793449402,0.0250929594039917,0.1147996038198471,0.10460847616195679,T,side,0.06368378549814224,0.14534954726696014,0.13343308866024017,0.13926391303539276,2
0.6866164207458496,0.0010000000474974513,0.07037562131881714,0.08545941114425659,0.08437258005142212,T,side,0.04292596876621246,0.1428593099117279,0.09346643835306168,0.11555323749780655,3
0.8296738862991333,0.3351741433143616,0.0010000000474974513,0.13323014974594116,0.09459888935089111,L,side,0.08001001179218292,0.6252963542938232,0.19775256514549255,0.3516446352005005,4
0.7333416938781738,0.0010000000474974513,0.059760212898254395,0.08662693947553635,0.0010000000474974513,T,top-bottom,0.018433451652526855,0.1155310794711113,0.1612045168876648,0.1364702582359314,5
0.7820155024528503,0.0010000000474974513,0.05208420753479004,0.08490325510501862,0.3585798144340515,B,top-bottom,0.054833561182022095,0.13729989528656006,0.5828295350074768,0.28288236260414124,6
0.5899049043655396,0.0010000000474974513,0.0598597526550293,0.07816918939352036,0.08985257148742676,B,side,0.04013294726610184,0.1237497329711914,0.10528525710105896,0.11414474248886108,7
0.7881993055343628,0.0010000000474974513,0.06035536527633667,0.07352779805660248,0.3956407308578491,B,top-bottom,0.055487021803855896,0.15475651621818542,0.659466564655304,0.31946322321891785,8
0.8749173879623413,0.021793149411678314,0.04167526960372925,0.0010000000474974513,0.0010000000474974513,R,side,0.007917341776192188,0.05778096616268158,0.007346841972321272,0.02060358226299286,9
0.381603479385376,0.0010000000474974513,0.09800094366073608,0.10926118493080139,0.0010000000474974513,T,top-bottom,0.026580169796943665,0.1866278052330017,0.20577022433280945,0.19596542418003082,10
0.588476836681366,0.04361133277416229,0.03323584794998169,0.017186373472213745,0.0010000000474974513,L,side,0.015675898641347885,0.05373035743832588,0.03782019019126892,0.045078735798597336,11
0.9220085144042969,0.1744341254234314,0.1602688431739807,0.3304426968097687,0.3415900468826294,B,top-bottom,0.20939697325229645,0.2529696226119995,0.3839782178401947,0.3116646111011505,12
0.6444897651672363,0.0010000000474974513,0.057316482067108154,0.05830875039100647,0.09398752450942993,B,top-bottom,0.036012545228004456,0.11759929358959198,0.12836219370365143,0.12286294996738434,13
0.6403905153274536,0.0010000000474974513,0.04322785139083862,0.08593732118606567,0.1086854338645935,B,top-bottom,0.03908906131982803,0.09647241234779358,0.1313067078590393,0.11254987865686417,14
0.7134333848953247,0.0010000000474974513,0.04210197925567627,0.1012401431798935,0.0010000000474974513,T,top-bottom,0.01580599881708622,0.08520758152008057,0.18574243783950806,0.12580406665802002,15
0.6352285146713257,0.0010000000474974513,0.06634807586669922,0.06750238686800003,0.08416098356246948,B,side,0.03884009271860123,0.13379287719726562,0.10422267019748688,0.11808577924966812,16
0.5975972414016724,0.0010000000474974513,0.05780702829360962,0.09859739989042282,0.0010000000474974513,T,top-bottom,0.01899704337120056,0.11321239173412323,0.18255601823329926,0.14376232028007507,17
0.4539260268211365,0.0380193293094635,0.03862553834915161,0.09808436036109924,0.0010000000474974513,T,top-bottom,0.02654152177274227,0.049018941819667816,0.18341633677482605,0.09482022374868393,18
0.714802622795105,0.0010000000474974513,0.06664198637008667,0.06902527064085007,0.1273612380027771,B,top-bottom,0.04364626854658127,0.13879422843456268,0.18079420924186707,0.15840831398963928,19
0.9214812517166138,0.0010000000474974513,0.0010000000474974513,0.14446261525154114,0.21397435665130615,B,top-bottom,0.04389066994190216,0.03684369474649429,0.26978376507759094,0.09969870001077652,20
0.5710135698318481,0.0010000000474974513,0.10230982303619385,0.0010000000474974513,0.0010000000474974513,R,side,0.004392737522721291,0.1835576891899109,0.01133098267018795,0.04560580104589462,21
0.3447563052177429,0.0010000000474974513,0.10763740539550781,0.13638964295387268,0.0010000000474974513,T,top-bottom,0.030828891322016716,0.20668628811836243,0.2555651068687439,0.22982995212078094,22
0.5611518621444702,0.0010000000474974513,0.07425379753112793,0.0010000000474974513,0.0010000000474974513,R,side,0.0034530386328697205,0.13305683434009552,0.008525379933416843,0.0336802639067173,23
0.2897058129310608,0.01750844717025757,0.009518563747406006,0.09500103443861008,0.0010000000474974513,T,top-bottom,0.011982576921582222,0.03350045904517174,0.17290456593036652,0.0761077031493187,24
0.6095883846282959,0.0010000000474974513,0.02433830499649048,0.09959250688552856,0.11886340379714966,B,top-bottom,0.03622253239154816,0.06485453993082047,0.1368139386177063,0.0941966325044632,25
0.2105870246887207,0.0010000000474974513,0.0010000000474974513,0.07004958391189575,0.0010000000474974513,T,top-bottom,0.0033122217282652855,0.008104958571493626,0.1254892498254776,0.031891774386167526,26
0.7302666902542114,0.0010000000474974513,0.05313420295715332,0.05982857942581177,0.20942652225494385,B,top-bottom,0.04202188923954964,0.1217670813202858,0.33451828360557556,0.20182496309280396,27
0.6186554431915283,0.0010000000474974513,0.07621681690216064,0.0946798324584961,0.00977623462677002,T,top-bottom,0.025079043582081795,0.14683587849140167,0.1703244000673294,0.15814465284347534,28
0.5265199542045593,0.0010000000474974513,0.060771822929382324,0.15590019524097443,0.03719019889831543,T,top-bottom,0.03505376726388931,0.12789832055568695,0.2570453882217407,0.18131649494171143,29
0.06801700592041016,0.01760774850845337,0.0010000000474974513,0.07292219251394272,0.0010000000474974513,T,top-bottom,0.008364557288587093,0.03828616812825203,0.13232071697711945,0.0711762085556984,30
0.6309345364570618,0.0710422694683075,0.0010000000474974513,0.2812451720237732,0.12124180793762207,T,top-bottom,0.06706152111291885,0.16732478141784668,0.4164521098136902,0.2639749050140381,31
0.6280319690704346,0.25761306285858154,0.04493623971939087,0.05745451897382736,0.0010000000474974513,L,side,0.04081309586763382,0.43359997868537903,0.1328730583190918,0.24002866446971893,32
0.6328288912773132,0.2243262380361557,0.020652413368225098,0.049406714737415314,0.0010000000474974513,L,side,0.02956147864460945,0.39230597019195557,0.1126299500465393,0.21020323038101196,33
0.5907238721847534,0.09804289788007736,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,L,side,0.004249822348356247,0.17587721347808838,0.010904290713369846,0.04379287734627724,34
0.0,0.3137457072734833,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,L,side,0.011474482715129852,0.5641422867774963,0.0324745699763298,0.13535241782665253,35
0.19178169965744019,0.021690860390663147,0.017174899578094482,0.018774092197418213,0.0010000000474974513,L,top-bottom,0.010633926838636398,0.027281038463115692,0.03687994182109833,0.03171944245696068,36
0.9231973886489868,0.2007669359445572,0.06870651245117188,0.04994148015975952,0.4387269616127014,B,top-bottom,0.11195087432861328,0.35528209805488586,0.7767027020454407,0.5253080725669861,37
0.7276996970176697,0.0010000000474974513,0.0010000000474974513,0.06469080597162247,0.0010000000474974513,T,top-bottom,0.0031327372416853905,0.007569081149995327,0.11584345251321793,0.029611289501190186,38
0.6139274835586548,0.07544654607772827,0.0010000000474974513,0.10787199437618256,0.0010000000474974513,T,top-bottom,0.02295071631669998,0.1458909809589386,0.20101425051689148,0.17124883830547333,39
0.6272245645523071,0.3153936266899109,0.09494006633758545,0.07567699253559113,0.0010000000474974513,L,side,0.06316466629505157,0.49942418932914734,0.17645196616649628,0.2968575060367584,40
0.2741776704788208,0.0010000000474974513,0.07640862464904785,0.07558860629796982,0.0010000000474974513,R,side,0.019748592749238014,0.1443943828344345,0.14300036430358887,0.1436956822872162,41
0.6138988733291626,0.0010000000474974513,0.06542021036148071,0.07834620028734207,0.0853039026260376,B,side,0.04081641137599945,0.1333213895559311,0.09751208871603012,0.11401950567960739,42
0.9454469084739685,0.21095533668994904,0.31510984897613525,0.24889728426933289,0.27655738592147827,R,side,0.24382901191711426,0.4509789049625397,0.3512919843196869,0.3980267345905304,43
0.5672014951705933,0.1932850480079651,0.052894651889801025,0.11380476504564285,0.0010000000474974513,L,side,0.05442310497164726,0.3170778453350067,0.2286665439605713,0.2692677080631256,44
0.7229403257369995,0.0010000000474974513,0.04793441295623779,0.09879404306411743,0.0010000000474974513,T,top-bottom,0.01697961613535881,0.09546134620904922,0.18192271888256073,0.13178235292434692,45
0.5359579920768738,0.0010000000474974513,0.05508822202682495,0.09947642683982849,0.10714530944824219,B,side,0.0445268489420414,0.119020976126194,0.1188892349600792,0.1189550906419754,46
0.7334072589874268,0.0010000000474974513,0.07333266735076904,0.13374795019626617,0.10018569231033325,T,top-bottom,0.0526384562253952,0.15459215641021729,0.1680310219526291,0.1611715853214264,47
0.5611335635185242,0.0010000000474974513,0.04599010944366455,0.2090412974357605,0.0010000000474974513,T,top-bottom,0.021464917808771133,0.10298632830381393,0.38017335534095764,0.19787031412124634,48
0.2899651527404785,0.0010000000474974513,0.0010000000474974513,0.07796675711870193,0.0010000000474974513,T,top-bottom,0.0035773981362581253,0.008896675892174244,0.13974016904830933,0.035259366035461426,49
0.6213765144348145,0.1292612999677658,0.0990670919418335,0.05726030468940735,0.0010000000474974513,L,side,0.04757744073867798,0.1592426896095276,0.12510138750076294,0.14114348590373993,50
0.6870067119598389,0.0010000000474974513,0.0010000000474974513,0.14451101422309875,0.041480064392089844,T,top-bottom,0.017659936100244522,0.019599108025431633,0.2271357774734497,0.06672075390815735,51
0.5889986157417297,0.0010000000474974513,0.015466153621673584,0.1391882449388504,0.11130392551422119,T,top-bottom,0.036963414400815964,0.05208829045295715,0.16314230859279633,0.09218353778123856,52
0.6274101734161377,0.021209716796875,0.03163337707519531,0.06456094980239868,0.11607551574707031,B,top-bottom,0.03988969326019287,0.0580359548330307,0.1625714749097824,0.09713388234376907,53
0.27298569679260254,0.0010000000474974513,0.0976109504699707,0.10527773946523666,0.0010000000474974513,T,top-bottom,0.026074038818478584,0.1855274885892868,0.19856102764606476,0.19193366169929504,54
0.6424275636672974,0.0010000000474974513,0.009671151638031006,0.1633680760860443,0.025779128074645996,T,top-bottom,0.01691398397088051,0.03552279248833656,0.2745063304901123,0.09874832630157471,55
0.6028242707252502,0.1711111068725586,0.073250412940979,0.10123169422149658,0.0010000000474974513,L,side,0.05617058277130127,0.25962284207344055,0.2058531939983368,0.23117999732494354,56
